timestamp,sequence,EEG-imp-ch1,EEG-imp-ch2,EEG-imp-ch3,EEG-imp-ch4,EEG-imp-ch5,EEG-imp-ch6,EEG-imp-ch7,EEG-imp-ch8
48004577752,36023,1,1,1,1,1,1,1,1
48004606423,36024,1,1,1,1,1,1,1,1
48004635328,36025,1,1,1,1,1,1,1,1
48004685047,36026,1,1,1,1,1,1,1,1
48004706395,36027,1,1,1,1,1,1,1,1
48004762593,36028,1,1,1,1,1,1,1,1
48004764934,36029,1,1,1,1,1,1,1,1
48004789414,36030,1,1,1,1,1,1,1,1
48004816377,36031,1,1,1,1,1,1,1,1
48004849706,36032,1,1,1,1,1,1,1,1
48004878973,36033,1,1,1,1,1,1,1,1
48004910191,36034,1,1,1,1,1,1,1,1
48004947721,36035,1,1,1,1,1,1,1,1
48004976495,36036,1,1,1,1,1,1,1,1
48005012622,36037,1,1,1,1,1,1,1,1
48005041649,36038,1,1,1,1,1,1,1,1
48005093885,36039,1,1,1,1,1,1,1,1
48005102561,36040,1,1,1,1,1,1,1,1
48005136277,36041,1,1,1,1,1,1,1,1
48005162811,36042,1,1,1,1,1,1,1,1
48005195656,36043,1,1,1,1,1,1,1,1
48005252099,36044,1,1,1,1,1,1,1,1
48005258851,36045,1,1,1,1,1,1,1,1
48005307834,36046,1,1,1,1,1,1,1,1
48005319059,36047,1,1,1,1,1,1,1,1
48005353862,36048,1,1,1,1,1,1,1,1
48005382622,36049,1,1,1,1,1,1,1,1
48005415260,36050,1,1,1,1,1,1,1,1
48005445266,36051,1,1,1,1,1,1,1,1
48005481324,36052,1,1,1,1,1,1,1,1
48005511361,36053,1,1,1,1,1,1,1,1
48005546378,36054,1,1,1,1,1,1,1,1
48005560931,36055,1,1,1,1,1,1,1,1
48005615649,36056,1,1,1,1,1,1,1,1
48005633082,36057,1,1,1,1,1,1,1,1
48005661432,36058,1,1,1,1,1,1,1,1
48005691356,36059,1,1,1,1,1,1,1,1
48005723887,36060,1,1,1,1,1,1,1,1
48005757686,36061,1,1,1,1,1,1,1,1
48005788963,36062,1,1,1,1,1,1,1,1
48005822672,36063,1,1,1,1,1,1,1,1
48005859041,36064,1,1,1,1,1,1,1,1
48005886334,36065,1,1,1,1,1,1,1,1
48005946592,36066,1,1,1,1,1,1,1,1
48005951613,36067,1,1,1,1,1,1,1,1
48005976183,36068,1,1,1,1,1,1,1,1
48006003893,36069,1,1,1,1,1,1,1,1
48006037834,36070,1,1,1,1,1,1,1,1
48006064743,36071,1,1,1,1,1,1,1,1
48006099014,36072,1,1,1,1,1,1,1,1
48006136446,36073,1,1,1,1,1,1,1,1
48006163945,36074,1,1,1,1,1,1,1,1
48006197620,36075,1,1,1,1,1,1,1,1
48006230315,36076,1,1,1,1,1,1,1,1
48006260213,36077,1,1,1,1,1,1,1,1
48006291406,36078,1,1,1,1,1,1,1,1
48006322609,36079,1,1,1,1,1,1,1,1
48006352858,36080,1,1,1,1,1,1,1,1
48006407049,36081,1,1,1,1,1,1,1,1
48006412841,36082,1,1,1,1,1,1,1,1
48006443851,36083,1,1,1,1,1,1,1,1
48006472667,36084,1,1,1,1,1,1,1,1
48006527122,36085,1,1,1,1,1,1,1,1
48006545301,36086,1,1,1,1,1,1,1,1
48006582695,36087,1,1,1,1,1,1,1,1
48006603847,36088,1,1,1,1,1,1,1,1
48006633981,36089,1,1,1,1,1,1,1,1
48006688874,36090,1,1,1,1,1,1,1,1
48006703928,36091,1,1,1,1,1,1,1,1
48006731309,36092,1,1,1,1,1,1,1,1
48006757788,36093,1,1,1,1,1,1,1,1
48006787105,36094,1,1,1,1,1,1,1,1
48006820153,36095,1,1,1,1,1,1,1,1
48006848924,36096,1,1,1,1,1,1,1,1
48006883938,36097,1,1,1,1,1,1,1,1
48006911378,36098,1,1,1,1,1,1,1,1
48006951523,36099,1,1,1,1,1,1,1,1
48006985187,36100,1,1,1,1,1,1,1,1
48007010126,36101,1,1,1,1,1,1,1,1
48007041747,36102,1,1,1,1,1,1,1,1
48007072619,36103,1,1,1,1,1,1,1,1
48007101450,36104,1,1,1,1,1,1,1,1
48007129123,36105,1,1,1,1,1,1,1,1
48007165707,36106,1,1,1,1,1,1,1,1
48007218114,36107,1,1,1,1,1,1,1,1
48007223891,36108,1,1,1,1,1,1,1,1
48007253603,36109,1,1,1,1,1,1,1,1
48007285187,36110,1,1,1,1,1,1,1,1
48007318905,36111,1,1,1,1,1,1,1,1
48007376402,36112,1,1,1,1,1,1,1,1
48007387710,36113,1,1,1,1,1,1,1,1
48007416406,36114,1,1,1,1,1,1,1,1
48007446330,36115,1,1,1,1,1,1,1,1
48007483918,36116,1,1,1,1,1,1,1,1
48007508876,36117,1,1,1,1,1,1,1,1
48007535314,36118,1,1,1,1,1,1,1,1
48007566940,36119,1,1,1,1,1,1,1,1
48007598915,36120,1,1,1,1,1,1,1,1
48007627278,36121,1,1,1,1,1,1,1,1
48007660195,36122,1,1,1,1,1,1,1,1
48007696733,36123,1,1,1,1,1,1,1,1
48007723176,36124,1,1,1,1,1,1,1,1
48007761652,36125,1,1,1,1,1,1,1,1
48007789059,36126,1,1,1,1,1,1,1,1
48007842654,36127,1,1,1,1,1,1,1,1
48007857662,36128,1,1,1,1,1,1,1,1
48007885242,36129,1,1,1,1,1,1,1,1
48007917723,36130,1,1,1,1,1,1,1,1
48007948785,36131,1,1,1,1,1,1,1,1
48007979985,36132,1,1,1,1,1,1,1,1
48008011281,36133,1,1,1,1,1,1,1,1
48008039593,36134,1,1,1,1,1,1,1,1
48008072162,36135,1,1,1,1,1,1,1,1
48008097020,36136,1,1,1,1,1,1,1,1
48008139080,36137,1,1,1,1,1,1,1,1
48008167648,36138,1,1,1,1,1,1,1,1
48008197639,36139,1,1,1,1,1,1,1,1
48008229044,36140,1,1,1,1,1,1,1,1
48008262722,36141,1,1,1,1,1,1,1,1
48008291369,36142,1,1,1,1,1,1,1,1
48008342413,36143,1,1,1,1,1,1,1,1
48008347054,36144,1,1,1,1,1,1,1,1
48008386273,36145,1,1,1,1,1,1,1,1
48008422510,36146,1,1,1,1,1,1,1,1
48008450237,36147,1,1,1,1,1,1,1,1
48008491309,36148,1,1,1,1,1,1,1,1
48008506781,36149,1,1,1,1,1,1,1,1
48008541527,36150,1,1,1,1,1,1,1,1
48008575171,36151,1,1,1,1,1,1,1,1
48008603956,36152,1,1,1,1,1,1,1,1
48008641562,36153,1,1,1,1,1,1,1,1
48008672591,36154,1,1,1,1,1,1,1,1
48008700092,36155,1,1,1,1,1,1,1,1
48008731279,36156,1,1,1,1,1,1,1,1
48008760017,36157,1,1,1,1,1,1,1,1
48008813145,36158,1,1,1,1,1,1,1,1
48008821330,36159,1,1,1,1,1,1,1,1
48008851320,36160,1,1,1,1,1,1,1,1
48008876968,36161,1,1,1,1,1,1,1,1
48008910204,36162,1,1,1,1,1,1,1,1
48008952731,36163,1,1,1,1,1,1,1,1
48008977621,36164,1,1,1,1,1,1,1,1
48009016469,36165,1,1,1,1,1,1,1,1
48009054105,36166,1,1,1,1,1,1,1,1
48009080362,36167,1,1,1,1,1,1,1,1
48009121641,36168,1,1,1,1,1,1,1,1
48009140277,36169,1,1,1,1,1,1,1,1
48009168814,36170,1,1,1,1,1,1,1,1
48009193945,36171,1,1,1,1,1,1,1,1
48009231292,36172,1,1,1,1,1,1,1,1
48009261312,36173,1,1,1,1,1,1,1,1
48009289048,36174,1,1,1,1,1,1,1,1
48009320373,36175,1,1,1,1,1,1,1,1
48009355436,36176,1,1,1,1,1,1,1,1
48009381509,36177,1,1,1,1,1,1,1,1
48009428891,36178,1,1,1,1,1,1,1,1
48009447547,36179,1,1,1,1,1,1,1,1
48009486475,36180,1,1,1,1,1,1,1,1
48009513876,36181,1,1,1,1,1,1,1,1
48009542647,36182,1,1,1,1,1,1,1,1
48009573756,36183,1,1,1,1,1,1,1,1
48009600197,36184,1,1,1,1,1,1,1,1
48009636331,36185,1,1,1,1,1,1,1,1
48009665242,36186,1,1,1,1,1,1,1,1
48009702531,36187,1,1,1,1,1,1,1,1
48009751528,36188,1,1,1,1,1,1,1,1
48009765179,36189,1,1,1,1,1,1,1,1
48009790191,36190,1,1,1,1,1,1,1,1
48009826445,36191,1,1,1,1,1,1,1,1
48009862706,36192,1,1,1,1,1,1,1,1
48009888912,36193,1,1,1,1,1,1,1,1
48009916301,36194,1,1,1,1,1,1,1,1
48009952524,36195,1,1,1,1,1,1,1,1
48009979036,36196,1,1,1,1,1,1,1,1
48010004916,36197,1,1,1,1,1,1,1,1
48010041286,36198,1,1,1,1,1,1,1,1
48010067747,36199,1,1,1,1,1,1,1,1
48010108778,36200,1,1,1,1,1,1,1,1
48010136518,36201,1,1,1,1,1,1,1,1
48010165263,36202,1,1,1,1,1,1,1,1
48010196528,36203,1,1,1,1,1,1,1,1
48010234031,36204,1,1,1,1,1,1,1,1
48010260310,36205,1,1,1,1,1,1,1,1
48010291389,36206,1,1,1,1,1,1,1,1
48010328859,36207,1,1,1,1,1,1,1,1
48010355709,36208,1,1,1,1,1,1,1,1
48010398475,36209,1,1,1,1,1,1,1,1
48010415305,36210,1,1,1,1,1,1,1,1
48010450139,36211,1,1,1,1,1,1,1,1
48010477604,36212,1,1,1,1,1,1,1,1
48010510055,36213,1,1,1,1,1,1,1,1
48010538921,36214,1,1,1,1,1,1,1,1
48010572806,36215,1,1,1,1,1,1,1,1
48010601393,36216,1,1,1,1,1,1,1,1
48010632753,36217,1,1,1,1,1,1,1,1
48010668844,36218,1,1,1,1,1,1,1,1
48010698864,36219,1,1,1,1,1,1,1,1
48010728468,36220,1,1,1,1,1,1,1,1
48010779744,36221,1,1,1,1,1,1,1,1
48010795076,36222,1,1,1,1,1,1,1,1
48010825018,36223,1,1,1,1,1,1,1,1
48010855128,36224,1,1,1,1,1,1,1,1
48010882761,36225,1,1,1,1,1,1,1,1
48010912715,36226,1,1,1,1,1,1,1,1
48010947716,36227,1,1,1,1,1,1,1,1
48010976580,36228,1,1,1,1,1,1,1,1
48011028996,36229,1,1,1,1,1,1,1,1
48011041648,36230,1,1,1,1,1,1,1,1
48011077692,36231,1,1,1,1,1,1,1,1
48011115075,36232,1,1,1,1,1,1,1,1
48011124811,36233,1,1,1,1,1,1,1,1
48011181516,36234,1,1,1,1,1,1,1,1
48011198809,36235,1,1,1,1,1,1,1,1
48011250970,36236,1,1,1,1,1,1,1,1
48011265077,36237,1,1,1,1,1,1,1,1
48011292543,36238,1,1,1,1,1,1,1,1
48011319006,36239,1,1,1,1,1,1,1,1
48011352813,36240,1,1,1,1,1,1,1,1
48011390283,36241,1,1,1,1,1,1,1,1
48011419224,36242,1,1,1,1,1,1,1,1
48011446661,36243,1,1,1,1,1,1,1,1
48011478973,36244,1,1,1,1,1,1,1,1
48011511366,36245,1,1,1,1,1,1,1,1
48011541312,36246,1,1,1,1,1,1,1,1
48011567902,36247,1,1,1,1,1,1,1,1
48011620997,36248,1,1,1,1,1,1,1,1
48011656386,36249,1,1,1,1,1,1,1,1
48011665241,36250,1,1,1,1,1,1,1,1
48011695065,36251,1,1,1,1,1,1,1,1
48011727736,36252,1,1,1,1,1,1,1,1
48011757737,36253,1,1,1,1,1,1,1,1
48011788960,36254,1,1,1,1,1,1,1,1
48011825315,36255,1,1,1,1,1,1,1,1
48011854039,36256,1,1,1,1,1,1,1,1
48011894009,36257,1,1,1,1,1,1,1,1
48011921347,36258,1,1,1,1,1,1,1,1
48011950193,36259,1,1,1,1,1,1,1,1
48011978976,36260,1,1,1,1,1,1,1,1
48012010395,36261,1,1,1,1,1,1,1,1
48012048860,36262,1,1,1,1,1,1,1,1
48012077680,36263,1,1,1,1,1,1,1,1
48012114123,36264,1,1,1,1,1,1,1,1
48012133917,36265,1,1,1,1,1,1,1,1
48012164006,36266,1,1,1,1,1,1,1,1
48012195203,36267,1,1,1,1,1,1,1,1
48012226604,36268,1,1,1,1,1,1,1,1
48012281405,36269,1,1,1,1,1,1,1,1
48012300285,36270,1,1,1,1,1,1,1,1
48012324934,36271,1,1,1,1,1,1,1,1
48012353974,36272,1,1,1,1,1,1,1,1
48012390107,36273,1,1,1,1,1,1,1,1
48012417768,36274,1,1,1,1,1,1,1,1
48012448942,36275,1,1,1,1,1,1,1,1
48012476730,36276,1,1,1,1,1,1,1,1
48012531948,36277,1,1,1,1,1,1,1,1
48012540327,36278,1,1,1,1,1,1,1,1
48012571556,36279,1,1,1,1,1,1,1,1
48012602728,36280,1,1,1,1,1,1,1,1
48012635336,36281,1,1,1,1,1,1,1,1
48012665164,36282,1,1,1,1,1,1,1,1
48012702615,36283,1,1,1,1,1,1,1,1
48012730418,36284,1,1,1,1,1,1,1,1
48012761396,36285,1,1,1,1,1,1,1,1
48012785997,36286,1,1,1,1,1,1,1,1
48012824076,36287,1,1,1,1,1,1,1,1
48012852781,36288,1,1,1,1,1,1,1,1
48012890081,36289,1,1,1,1,1,1,1,1
48012931648,36290,1,1,1,1,1,1,1,1
48012947762,36291,1,1,1,1,1,1,1,1
48012978989,36292,1,1,1,1,1,1,1,1
48013015305,36293,1,1,1,1,1,1,1,1
48013045306,36294,1,1,1,1,1,1,1,1
48013071419,36295,1,1,1,1,1,1,1,1
48013102205,36296,1,1,1,1,1,1,1,1
48013137768,36297,1,1,1,1,1,1,1,1
48013167867,36298,1,1,1,1,1,1,1,1
48013192197,36299,1,1,1,1,1,1,1,1
48013232760,36300,1,1,1,1,1,1,1,1
48013265290,36301,1,1,1,1,1,1,1,1
48013288770,36302,1,1,1,1,1,1,1,1
48013320586,36303,1,1,1,1,1,1,1,1
48013352871,36304,1,1,1,1,1,1,1,1
48013387767,36305,1,1,1,1,1,1,1,1
48013417740,36306,1,1,1,1,1,1,1,1
48013450283,36307,1,1,1,1,1,1,1,1
48013479049,36308,1,1,1,1,1,1,1,1
48013513911,36309,1,1,1,1,1,1,1,1
48013567818,36310,1,1,1,1,1,1,1,1
48013575359,36311,1,1,1,1,1,1,1,1
48013610351,36312,1,1,1,1,1,1,1,1
48013635809,36313,1,1,1,1,1,1,1,1
48013663702,36314,1,1,1,1,1,1,1,1
48013712654,36315,1,1,1,1,1,1,1,1
48013725332,36316,1,1,1,1,1,1,1,1
48013762773,36317,1,1,1,1,1,1,1,1
48013792855,36318,1,1,1,1,1,1,1,1
48013821646,36319,1,1,1,1,1,1,1,1
48013852806,36320,1,1,1,1,1,1,1,1
48013885140,36321,1,1,1,1,1,1,1,1
48013922755,36322,1,1,1,1,1,1,1,1
48013945309,36323,1,1,1,1,1,1,1,1
48013977858,36324,1,1,1,1,1,1,1,1
48014019221,36325,1,1,1,1,1,1,1,1
48014044544,36326,1,1,1,1,1,1,1,1
48014076802,36327,1,1,1,1,1,1,1,1
48014107831,36328,1,1,1,1,1,1,1,1
48014135518,36329,1,1,1,1,1,1,1,1
48014195232,36330,1,1,1,1,1,1,1,1
48014205323,36331,1,1,1,1,1,1,1,1
48014227817,36332,1,1,1,1,1,1,1,1
48014260150,36333,1,1,1,1,1,1,1,1
48014295306,36334,1,1,1,1,1,1,1,1
48014324082,36335,1,1,1,1,1,1,1,1
48014359052,36336,1,1,1,1,1,1,1,1
48014392372,36337,1,1,1,1,1,1,1,1
48014417206,36338,1,1,1,1,1,1,1,1
48014452829,36339,1,1,1,1,1,1,1,1
48014480152,36340,1,1,1,1,1,1,1,1
48014511414,36341,1,1,1,1,1,1,1,1
48014539012,36342,1,1,1,1,1,1,1,1
48014571556,36343,1,1,1,1,1,1,1,1
48014602689,36344,1,1,1,1,1,1,1,1
48014632917,36345,1,1,1,1,1,1,1,1
48014673940,36346,1,1,1,1,1,1,1,1
48014700359,36347,1,1,1,1,1,1,1,1
48014727864,36348,1,1,1,1,1,1,1,1
48014762808,36349,1,1,1,1,1,1,1,1
48014792820,36350,1,1,1,1,1,1,1,1
48014832908,36351,1,1,1,1,1,1,1,1
48014849424,36352,1,1,1,1,1,1,1,1
48014887671,36353,1,1,1,1,1,1,1,1
48014915346,36354,1,1,1,1,1,1,1,1
48014945245,36355,1,1,1,1,1,1,1,1
48014981670,36356,1,1,1,1,1,1,1,1
48015013897,36357,1,1,1,1,1,1,1,1
48015051699,36358,1,1,1,1,1,1,1,1
48015073820,36359,1,1,1,1,1,1,1,1
48015100491,36360,1,1,1,1,1,1,1,1
48015137824,36361,1,1,1,1,1,1,1,1
48015167508,36362,1,1,1,1,1,1,1,1
48015194727,36363,1,1,1,1,1,1,1,1
48015242822,36364,1,1,1,1,1,1,1,1
48015266574,36365,1,1,1,1,1,1,1,1
48015286832,36366,1,1,1,1,1,1,1,1
48015315773,36367,1,1,1,1,1,1,1,1
48015357792,36368,1,1,1,1,1,1,1,1
48015385286,36369,1,1,1,1,1,1,1,1
48015420214,36370,1,1,1,1,1,1,1,1
48015469149,36371,1,1,1,1,1,1,1,1
48015485109,36372,1,1,1,1,1,1,1,1
48015510473,36373,1,1,1,1,1,1,1,1
48015538890,36374,1,1,1,1,1,1,1,1
48015578237,36375,1,1,1,1,1,1,1,1
48015605083,36376,1,1,1,1,1,1,1,1
48015635137,36377,1,1,1,1,1,1,1,1
48015666548,36378,1,1,1,1,1,1,1,1
48015697604,36379,1,1,1,1,1,1,1,1
48015725221,36380,1,1,1,1,1,1,1,1
48015760270,36381,1,1,1,1,1,1,1,1
48015796561,36382,1,1,1,1,1,1,1,1
48015822671,36383,1,1,1,1,1,1,1,1
48015852898,36384,1,1,1,1,1,1,1,1
48015890177,36385,1,1,1,1,1,1,1,1
48015918899,36386,1,1,1,1,1,1,1,1
48015953572,36387,1,1,1,1,1,1,1,1
48015980082,36388,1,1,1,1,1,1,1,1
48016011296,36389,1,1,1,1,1,1,1,1
48016040045,36390,1,1,1,1,1,1,1,1
48016072676,36391,1,1,1,1,1,1,1,1
48016108492,36392,1,1,1,1,1,1,1,1
48016135251,36393,1,1,1,1,1,1,1,1
48016167790,36394,1,1,1,1,1,1,1,1
48016197844,36395,1,1,1,1,1,1,1,1
48016235399,36396,1,1,1,1,1,1,1,1
48016262656,36397,1,1,1,1,1,1,1,1
48016290195,36398,1,1,1,1,1,1,1,1
48016329154,36399,1,1,1,1,1,1,1,1
48016355049,36400,1,1,1,1,1,1,1,1
48016391359,36401,1,1,1,1,1,1,1,1
48016420139,36402,1,1,1,1,1,1,1,1
48016450071,36403,1,1,1,1,1,1,1,1
48016480217,36404,1,1,1,1,1,1,1,1
48016510125,36405,1,1,1,1,1,1,1,1
48016538998,36406,1,1,1,1,1,1,1,1
48016571687,36407,1,1,1,1,1,1,1,1
48016607746,36408,1,1,1,1,1,1,1,1
48016659222,36409,1,1,1,1,1,1,1,1
48016666334,36410,1,1,1,1,1,1,1,1
48016700106,36411,1,1,1,1,1,1,1,1
48016747552,36412,1,1,1,1,1,1,1,1
48016758146,36413,1,1,1,1,1,1,1,1
48016790154,36414,1,1,1,1,1,1,1,1
48016821491,36415,1,1,1,1,1,1,1,1
48016862618,36416,1,1,1,1,1,1,1,1
48016883891,36417,1,1,1,1,1,1,1,1
48016910865,36418,1,1,1,1,1,1,1,1
48016963970,36419,1,1,1,1,1,1,1,1
48016983956,36420,1,1,1,1,1,1,1,1
48017013957,36421,1,1,1,1,1,1,1,1
48017041629,36422,1,1,1,1,1,1,1,1
48017078880,36423,1,1,1,1,1,1,1,1
48017105083,36424,1,1,1,1,1,1,1,1
48017137577,36425,1,1,1,1,1,1,1,1
48017165067,36426,1,1,1,1,1,1,1,1
48017201509,36427,1,1,1,1,1,1,1,1
48017228930,36428,1,1,1,1,1,1,1,1
48017260450,36429,1,1,1,1,1,1,1,1
48017313938,36430,1,1,1,1,1,1,1,1
48017320268,36431,1,1,1,1,1,1,1,1
48017372779,36432,1,1,1,1,1,1,1,1
48017402706,36433,1,1,1,1,1,1,1,1
48017419014,36434,1,1,1,1,1,1,1,1
48017447571,36435,1,1,1,1,1,1,1,1
48017483817,36436,1,1,1,1,1,1,1,1
48017511405,36437,1,1,1,1,1,1,1,1
48017550117,36438,1,1,1,1,1,1,1,1
48017573849,36439,1,1,1,1,1,1,1,1
48017606356,36440,1,1,1,1,1,1,1,1
48017635097,36441,1,1,1,1,1,1,1,1
48017667863,36442,1,1,1,1,1,1,1,1
48017710095,36443,1,1,1,1,1,1,1,1
48017733792,36444,1,1,1,1,1,1,1,1
48017759037,36445,1,1,1,1,1,1,1,1
48017789012,36446,1,1,1,1,1,1,1,1
48017823922,36447,1,1,1,1,1,1,1,1
48017853949,36448,1,1,1,1,1,1,1,1
48017890131,36449,1,1,1,1,1,1,1,1
48017918895,36450,1,1,1,1,1,1,1,1
48017948851,36451,1,1,1,1,1,1,1,1
48017987681,36452,1,1,1,1,1,1,1,1
48018023801,36453,1,1,1,1,1,1,1,1
48018041412,36454,1,1,1,1,1,1,1,1
48018071791,36455,1,1,1,1,1,1,1,1
48018103929,36456,1,1,1,1,1,1,1,1
48018132987,36457,1,1,1,1,1,1,1,1
48018169018,36458,1,1,1,1,1,1,1,1
48018195265,36459,1,1,1,1,1,1,1,1
48018230458,36460,1,1,1,1,1,1,1,1
48018258912,36461,1,1,1,1,1,1,1,1
48018291375,36462,1,1,1,1,1,1,1,1
48018322608,36463,1,1,1,1,1,1,1,1
48018358953,36464,1,1,1,1,1,1,1,1
48018387642,36465,1,1,1,1,1,1,1,1
48018413925,36466,1,1,1,1,1,1,1,1
48018447670,36467,1,1,1,1,1,1,1,1
48018479028,36468,1,1,1,1,1,1,1,1
48018506644,36469,1,1,1,1,1,1,1,1
48018541619,36470,1,1,1,1,1,1,1,1
48018570317,36471,1,1,1,1,1,1,1,1
48018601621,36472,1,1,1,1,1,1,1,1
48018655413,36473,1,1,1,1,1,1,1,1
48018662490,36474,1,1,1,1,1,1,1,1
48018700072,36475,1,1,1,1,1,1,1,1
48018730153,36476,1,1,1,1,1,1,1,1
48018760153,36477,1,1,1,1,1,1,1,1
48018791462,36478,1,1,1,1,1,1,1,1
48018822689,36479,1,1,1,1,1,1,1,1
48018854864,36480,1,1,1,1,1,1,1,1
48018886369,36481,1,1,1,1,1,1,1,1
48018915426,36482,1,1,1,1,1,1,1,1
48018969022,36483,1,1,1,1,1,1,1,1
48018980311,36484,1,1,1,1,1,1,1,1
48019010268,36485,1,1,1,1,1,1,1,1
48019047922,36486,1,1,1,1,1,1,1,1
48019076413,36487,1,1,1,1,1,1,1,1
48019102663,36488,1,1,1,1,1,1,1,1
48019140180,36489,1,1,1,1,1,1,1,1
48019173943,36490,1,1,1,1,1,1,1,1
48019202665,36491,1,1,1,1,1,1,1,1
48019229046,36492,1,1,1,1,1,1,1,1
48019284015,36493,1,1,1,1,1,1,1,1
48019298873,36494,1,1,1,1,1,1,1,1
48019321259,36495,1,1,1,1,1,1,1,1
48019379037,36496,1,1,1,1,1,1,1,1
48019387775,36497,1,1,1,1,1,1,1,1
48019417779,36498,1,1,1,1,1,1,1,1
48019447591,36499,1,1,1,1,1,1,1,1
48019482619,36500,1,1,1,1,1,1,1,1
48019511468,36501,1,1,1,1,1,1,1,1
48019542752,36502,1,1,1,1,1,1,1,1
48019578937,36503,1,1,1,1,1,1,1,1
48019608863,36504,1,1,1,1,1,1,1,1
48019638897,36505,1,1,1,1,1,1,1,1
48019669092,36506,1,1,1,1,1,1,1,1
48019699046,36507,1,1,1,1,1,1,1,1
48019734843,36508,1,1,1,1,1,1,1,1
48019762817,36509,1,1,1,1,1,1,1,1
48019792816,36510,1,1,1,1,1,1,1,1
48019822749,36511,1,1,1,1,1,1,1,1
48019853878,36512,1,1,1,1,1,1,1,1
48019883798,36513,1,1,1,1,1,1,1,1
48019931354,36514,1,1,1,1,1,1,1,1
48019953915,36515,1,1,1,1,1,1,1,1
48019980243,36516,1,1,1,1,1,1,1,1
48020007678,36517,1,1,1,1,1,1,1,1
48020056530,36518,1,1,1,1,1,1,1,1
48020069962,36519,1,1,1,1,1,1,1,1
48020097816,36520,1,1,1,1,1,1,1,1
48020139064,36521,1,1,1,1,1,1,1,1
48020172764,36522,1,1,1,1,1,1,1,1
48020202826,36523,1,1,1,1,1,1,1,1
48020233868,36524,1,1,1,1,1,1,1,1
48020261428,36525,1,1,1,1,1,1,1,1
48020291598,36526,1,1,1,1,1,1,1,1
48020325090,36527,1,1,1,1,1,1,1,1
48020353938,36528,1,1,1,1,1,1,1,1
48020386511,36529,1,1,1,1,1,1,1,1
48020416613,36530,1,1,1,1,1,1,1,1
48020448873,36531,1,1,1,1,1,1,1,1
48020504126,36532,1,1,1,1,1,1,1,1
48020506252,36533,1,1,1,1,1,1,1,1
48020565296,36534,1,1,1,1,1,1,1,1
48020574073,36535,1,1,1,1,1,1,1,1
48020604226,36536,1,1,1,1,1,1,1,1
48020640403,36537,1,1,1,1,1,1,1,1
48020669085,36538,1,1,1,1,1,1,1,1
48020696374,36539,1,1,1,1,1,1,1,1
48020733866,36540,1,1,1,1,1,1,1,1
48020762688,36541,1,1,1,1,1,1,1,1
48020792878,36542,1,1,1,1,1,1,1,1
48020822900,36543,1,1,1,1,1,1,1,1
48020860093,36544,1,1,1,1,1,1,1,1
48020886420,36545,1,1,1,1,1,1,1,1
48020914097,36546,1,1,1,1,1,1,1,1
48020952806,36547,1,1,1,1,1,1,1,1
48020979007,36548,1,1,1,1,1,1,1,1
48021010439,36549,1,1,1,1,1,1,1,1
48021041618,36550,1,1,1,1,1,1,1,1
48021074418,36551,1,1,1,1,1,1,1,1
48021111497,36552,1,1,1,1,1,1,1,1
48021140151,36553,1,1,1,1,1,1,1,1
48021197633,36554,1,1,1,1,1,1,1,1
48021200009,36555,1,1,1,1,1,1,1,1
48021227663,36556,1,1,1,1,1,1,1,1
48021259155,36557,1,1,1,1,1,1,1,1
48021290211,36558,1,1,1,1,1,1,1,1
48021319128,36559,1,1,1,1,1,1,1,1
48021354075,36560,1,1,1,1,1,1,1,1
48021384157,36561,1,1,1,1,1,1,1,1
48021417837,36562,1,1,1,1,1,1,1,1
48021447707,36563,1,1,1,1,1,1,1,1
48021507608,36564,1,1,1,1,1,1,1,1
48021517897,36565,1,1,1,1,1,1,1,1
48021545379,36566,1,1,1,1,1,1,1,1
48021573888,36567,1,1,1,1,1,1,1,1
48021601708,36568,1,1,1,1,1,1,1,1
48021640131,36569,1,1,1,1,1,1,1,1
48021670519,36570,1,1,1,1,1,1,1,1
48021700333,36571,1,1,1,1,1,1,1,1
48021727956,36572,1,1,1,1,1,1,1,1
48021762851,36573,1,1,1,1,1,1,1,1
48021801612,36574,1,1,1,1,1,1,1,1
48021828805,36575,1,1,1,1,1,1,1,1
48021865477,36576,1,1,1,1,1,1,1,1
48021885387,36577,1,1,1,1,1,1,1,1
48021921416,36578,1,1,1,1,1,1,1,1
48021945158,36579,1,1,1,1,1,1,1,1
48021980189,36580,1,1,1,1,1,1,1,1
48022011384,36581,1,1,1,1,1,1,1,1
48022050373,36582,1,1,1,1,1,1,1,1
48022076852,36583,1,1,1,1,1,1,1,1
48022103085,36584,1,1,1,1,1,1,1,1
48022136597,36585,1,1,1,1,1,1,1,1
48022166675,36586,1,1,1,1,1,1,1,1
48022196602,36587,1,1,1,1,1,1,1,1
48022228916,36588,1,1,1,1,1,1,1,1
48022258919,36589,1,1,1,1,1,1,1,1
48022299043,36590,1,1,1,1,1,1,1,1
48022330100,36591,1,1,1,1,1,1,1,1
48022354802,36592,1,1,1,1,1,1,1,1
48022385104,36593,1,1,1,1,1,1,1,1
48022417740,36594,1,1,1,1,1,1,1,1
48022473905,36595,1,1,1,1,1,1,1,1
48022482666,36596,1,1,1,1,1,1,1,1
48022511342,36597,1,1,1,1,1,1,1,1
48022541541,36598,1,1,1,1,1,1,1,1
48022571521,36599,1,1,1,1,1,1,1,1
48022608551,36600,1,1,1,1,1,1,1,1
48022635261,36601,1,1,1,1,1,1,1,1
