timestamp,sequence,battery,flags,IMU_B-ch1,IMU_B-ch2,IMU_B-ch3,IMU_B-ch4,IMU_B-ch5,IMU_B-ch6,IMU_B-ch7,IMU_B-ch8,IMU_B-ch9
48053593705,37591,5,0,9.3143066406,1.4164062500,-3.0720703125,-3.6280487805,-6.7073170732,-0.3353658537,116.3976720466,-88.7982240355,-85.1982960341
48053614139,37592,5,0,9.3549804688,1.7633300781,-3.1893066406,-0.8536585366,-4.5426829268,0.5792682927,116.3976720466,-88.7982240355,-85.1982960341
48053630944,37593,5,0,9.3669433594,1.5743164063,-3.1749511719,-2.6829268293,-2.8353658537,-1.1280487805,116.3976720466,-88.7982240355,-85.1982960341
48053669288,37594,5,0,9.3238769531,1.5719238281,-3.1366699219,-2.1951219512,-1.0975609756,-1.2195121951,116.3976720466,-92.3981520370,-76.7984640307
48053696084,37595,5,0,9.2497070313,1.6269531250,-3.1294921875,-2.1951219512,0.9756097561,0.0914634146,116.3976720466,-92.3981520370,-76.7984640307
48053724603,37596,5,0,9.2449218750,1.6030273438,-3.0768554688,-2.4695121951,1.6158536585,1.1890243902,116.3976720466,-92.3981520370,-76.7984640307
48053775617,37597,5,0,9.2066406250,1.7585449219,-3.1103515625,-2.7743902439,2.2256097561,1.8597560976,116.3976720466,-92.3981520370,-76.7984640307
48053795573,37598,5,0,9.2712402344,1.6676269531,-3.0696777344,-4.6951219512,1.4939024390,1.4329268293,111.5977680446,-91.1981760365,-87.5982480350
48053825632,37599,5,0,9.2257812500,1.7729003906,-3.0816406250,-5.0609756098,1.0365853659,1.2804878049,111.5977680446,-91.1981760365,-87.5982480350
48053855556,37600,5,0,9.3214843750,1.6437011719,-3.0026855469,-6.2500000000,-0.1829268293,0.1219512195,111.5977680446,-91.1981760365,-87.5982480350
48053885544,37601,5,0,9.3286621094,1.6628417969,-3.0074707031,-5.1829268293,-0.4878048780,-0.2439024390,111.5977680446,-91.1981760365,-87.5982480350
48053920460,37602,5,0,9.1252929688,1.6795898438,-3.0816406250,-4.2378048780,-0.8231707317,-0.1524390244,113.9977200456,-87.5982480350,-83.9983200336
48053937728,37603,5,0,9.1659667969,1.7346191406,-3.1438476563,-3.4756097561,-2.7134146341,0.2439024390,113.9977200456,-87.5982480350,-83.9983200336
48053993193,37604,5,0,9.2257812500,1.6700195313,-3.1486328125,-3.3231707317,-4.1158536585,0.6707317073,113.9977200456,-87.5982480350,-83.9983200336
48054014121,37605,5,0,9.1970703125,1.6365234375,-3.2012695313,-2.2256097561,-4.3292682927,1.4329268293,113.9977200456,-87.5982480350,-83.9983200336
48054044163,37606,5,0,9.1157226563,1.6508789063,-3.2491210938,-0.8841463415,-4.3292682927,2.0121951220,113.9977200456,-85.1982960341,-83.9983200336
48054071892,37607,5,0,9.1348632813,1.6078125000,-3.2850097656,0.0304878049,-4.5426829268,2.2256097561,113.9977200456,-85.1982960341,-83.9983200336
48054111597,37608,5,0,9.1635742188,1.6604492188,-3.3639648438,1.0670731707,-4.0548780488,2.8048780488,113.9977200456,-85.1982960341,-83.9983200336
48054141811,37609,5,0,9.1205078125,1.5503906250,-3.3591796875,1.1890243902,-2.9268292683,3.5060975610,113.9977200456,-85.1982960341,-83.9983200336
48054169246,37610,5,0,9.1516113281,1.8135742188,-3.4548828125,2.0731707317,-2.1341463415,4.4207317073,108.5978280434,-89.3982120358,-80.9983800324
48054221871,37611,5,0,9.1468261719,1.5695312500,-3.3735351563,-0.7012195122,-2.3780487805,3.0487804878,108.5978280434,-89.3982120358,-80.9983800324
48054231954,37612,5,0,9.1516113281,1.5814941406,-3.3831054688,-0.3353658537,-2.2256097561,2.8963414634,108.5978280434,-89.3982120358,-80.9983800324
48054264204,37613,5,0,9.1994628906,1.5216796875,-3.3543945313,-0.3353658537,-2.0731707317,2.5304878049,108.5978280434,-89.3982120358,-80.9983800324
48054292978,37614,5,0,9.1946777344,1.4044433594,-3.3017578125,0.5182926829,-1.6463414634,1.5548780488,115.7976840463,-85.7982840343,-84.5983080338
48054329177,37615,5,0,9.1396484375,1.5097167969,-3.3400390625,2.5304878049,-1.2804878049,0.8536585366,115.7976840463,-85.7982840343,-84.5983080338
48054355738,37616,5,0,9.1348632813,1.5479980469,-3.3783203125,3.1707317073,-1.7378048780,-0.1829268293,115.7976840463,-85.7982840343,-84.5983080338
48054383574,37617,5,0,9.1659667969,1.8327148438,-3.4261718750,2.9573170732,-2.7743902439,-0.8536585366,115.7976840463,-85.7982840343,-84.5983080338
48054415504,37618,5,0,9.2353515625,1.6197753906,-3.3567871094,-1.0060975610,-3.5365853659,-2.1646341463,115.7976840463,-85.7982840343,-84.5983080338
48054451642,37619,5,0,9.1492187500,1.6795898438,-3.3831054688,-2.2560975610,-3.3841463415,-1.8902439024,115.7976840463,-85.7982840343,-84.5983080338
48054477599,37620,5,0,9.1492187500,1.6795898438,-3.3831054688,-2.2560975610,-3.3841463415,-1.8902439024,115.7976840463,-85.7982840343,-84.5983080338
48054520383,37621,5,0,9.1061523438,1.9020996094,-3.4405273438,-4.1768292683,-4.5426829268,-1.5853658537,115.7976840463,-85.7982840343,-84.5983080338
48054551713,37622,5,0,9.0104492188,1.8853515625,-3.5075195313,-9.7560975610,-6.7682926829,-2.5000000000,115.7976840463,-85.7982840343,-84.5983080338
48054577692,37623,5,0,8.9865234375,1.8709960938,-3.5099121094,-15.2743902439,-9.4817073171,-3.6280487805,109.7978040439,-79.7984040319,-86.9982600348
48054606817,37624,5,0,9.0200195313,1.7106933594,-3.5649414063,-19.0243902439,-11.3109756098,-4.0548780488,109.7978040439,-79.7984040319,-86.9982600348
48054638260,37625,5,0,9.0104492188,1.6580566406,-3.6175781250,-19.0243902439,-12.1036585366,-3.2926829268,109.7978040439,-79.7984040319,-86.9982600348
48054666728,37626,5,0,8.9195312500,1.6245605469,-3.6582519531,-15.9146341463,-11.9512195122,-2.8353658537,109.7978040439,-79.7984040319,-86.9982600348
48054696687,37627,5,0,8.9075683594,1.6317382813,-3.7156738281,-10.8536585366,-11.2804878049,-2.2560975610,113.9977200456,-79.1984160317,-95.9980800384
48054737974,37628,5,0,8.9243164063,1.6341308594,-3.7515625000,-5.2743902439,-9.7560975610,-1.9817073171,113.9977200456,-79.1984160317,-95.9980800384
48054765519,37629,5,0,8.9841308594,1.8327148438,-3.9166503906,0.6097560976,-7.0121951220,-1.2195121951,113.9977200456,-79.1984160317,-95.9980800384
48054795531,37630,5,0,9.0248046875,1.9140625000,-3.9310058594,4.1463414634,-4.1463414634,-1.8902439024,113.9977200456,-79.1984160317,-95.9980800384
48054824199,37631,5,0,9.1324707031,1.8901367188,-3.9070800781,6.4329268293,-0.5487804878,-2.5914634146,113.3977320454,-76.1984760305,-86.9982600348
48054874148,37632,5,0,9.0439453125,1.9906250000,-3.9166503906,9.3292682927,3.7500000000,-1.6463414634,113.3977320454,-76.1984760305,-86.9982600348
48054896663,37633,5,0,9.0152343750,1.9044921875,-3.8735839844,10.5182926829,7.0121951220,-1.1890243902,113.3977320454,-76.1984760305,-86.9982600348
48054912515,37634,5,0,8.9960937500,1.9403808594,-3.8257324219,12.2865853659,9.2073170732,0.1524390244,113.3977320454,-76.1984760305,-86.9982600348
48054965728,37635,5,0,8.9219238281,1.8829589844,-3.8161621094,13.2621951220,10.1219512195,1.0670731707,110.9977800444,-83.3983320334,-88.1982360353
48054984352,37636,5,0,8.9314941406,1.9882324219,-3.7515625000,14.2378048780,9.8170731707,2.0731707317,110.9977800444,-83.3983320334,-88.1982360353
48055010594,37637,5,0,8.9171386719,2.0097656250,-3.7802734375,12.5304878049,9.1158536585,2.1951219512,110.9977800444,-83.3983320334,-88.1982360353
48055041886,37638,5,0,8.8716796875,1.9140625000,-3.7228515625,10.2134146341,7.8963414634,2.6524390244,110.9977800444,-83.3983320334,-88.1982360353
48055072954,37639,5,0,8.8214355469,1.8542480469,-3.6893554688,7.8353658537,6.2195121951,3.6890243902,115.7976840463,-83.3983320334,-90.5981880362
48055111734,37640,5,0,8.8692871094,1.7681152344,-3.6726074219,6.0670731707,3.2926829268,4.1463414634,115.7976840463,-83.3983320334,-90.5981880362
48055132052,37641,5,0,8.9625976563,1.7274414063,-3.7061035156,5.4878048780,0.7012195122,3.7804878049,115.7976840463,-83.3983320334,-90.5981880362
48055175390,37642,5,0,9.0104492188,1.6604492188,-3.7204589844,5.2134146341,-0.4878048780,3.0487804878,115.7976840463,-83.3983320334,-90.5981880362
48055197792,37643,5,0,8.9960937500,1.6963378906,-3.7300292969,5.3658536585,-0.8841463415,2.6829268293,115.7976840463,-80.9983800324,-83.3983320334
48055235439,37644,5,0,8.9913085938,1.7011230469,-3.7539550781,4.5121951220,-1.0670731707,2.0426829268,115.7976840463,-80.9983800324,-83.3983320334
48055262939,37645,5,0,8.9554199219,1.6556640625,-3.7874511719,3.3231707317,-0.8841463415,1.6768292683,115.7976840463,-80.9983800324,-83.3983320334
48055291663,37646,5,0,9.0080566406,1.5360351563,-3.7515625000,2.1646341463,-0.4878048780,1.4634146341,115.7976840463,-80.9983800324,-83.3983320334
48055327742,37647,5,0,9.0295898438,1.7346191406,-3.8137695313,2.3170731707,0.7926829268,1.5548780488,121.1975760485,-79.1984160317,-87.5982480350
48055355590,37648,5,0,9.0008789063,1.6700195313,-3.8400878906,0.1829268293,1.2804878049,-0.0914634146,121.1975760485,-79.1984160317,-87.5982480350
48055391757,37649,5,0,9.0056640625,1.5240722656,-3.7922363281,-1.1890243902,1.6768292683,-0.4268292683,121.1975760485,-79.1984160317,-87.5982480350
48055429258,37650,5,0,9.0152343750,1.5982421875,-3.7539550781,-0.7012195122,2.5000000000,0.9451219512,121.1975760485,-79.1984160317,-87.5982480350
48055446872,37651,5,0,9.0224121094,1.5121093750,-3.6869628906,-0.8536585366,3.2621951220,1.0975609756,118.7976240475,-79.1984160317,-87.5982480350
48055506757,37652,5,0,9.0511230469,1.5838867188,-3.6654296875,0.1829268293,3.7195121951,1.2500000000,118.7976240475,-79.1984160317,-87.5982480350
48055514204,37653,5,0,9.0271972656,1.4738281250,-3.6726074219,-0.0609756098,4.0243902439,1.2804878049,118.7976240475,-79.1984160317,-87.5982480350
48055539578,37654,5,0,9.0248046875,1.6843750000,-3.6917480469,0.7012195122,3.8414634146,1.6768292683,118.7976240475,-79.1984160317,-87.5982480350
48055576694,37655,5,0,9.0822265625,1.5073242188,-3.6223632813,-0.9451219512,3.5670731707,1.1890243902,117.5976480470,-81.5983680326,-88.7982240355
48055604258,37656,5,0,9.0798339844,1.5551757813,-3.6319335938,-0.4878048780,4.2987804878,1.8292682927,117.5976480470,-81.5983680326,-88.7982240355
48055659212,37657,5,0,9.0941894531,1.5408203125,-3.6175781250,-0.3048780488,5.0304878049,1.9512195122,117.5976480470,-81.5983680326,-88.7982240355
48055661589,37658,5,0,9.1540039063,1.5025390625,-3.6056152344,0.2439024390,5.8536585366,1.4634146341,117.5976480470,-81.5983680326,-88.7982240355
48055699137,37659,5,0,9.1922851563,1.5049316406,-3.5314453125,1.3109756098,7.1951219512,1.3109756098,113.9977200456,-86.3982720346,-86.3982720346
48055726782,37660,5,0,9.2090332031,1.4977539063,-3.5386230469,2.3170731707,8.7500000000,1.5853658537,113.9977200456,-86.3982720346,-86.3982720346
48055765573,37661,5,0,9.2305664063,1.4953613281,-3.5218750000,3.1402439024,10.2743902439,1.6463414634,113.9977200456,-86.3982720346,-86.3982720346
48055791813,37662,5,0,9.3238769531,1.3422363281,-3.3998535156,4.1158536585,12.3780487805,1.3414634146,113.9977200456,-86.3982720346,-86.3982720346
48055824336,37663,5,0,9.3741210938,1.3661621094,-3.2921875000,6.7987804878,15.7012195122,1.4634146341,117.5976480470,-87.5982480350,-82.7983440331
48055854531,37664,5,0,9.4195800781,1.2608886719,-3.1797363281,9.3902439024,18.9939024390,1.1890243902,117.5976480470,-87.5982480350,-82.7983440331
48055887979,37665,5,0,9.3956542969,1.7083007813,-3.1725585938,12.9878048780,21.5548780488,1.0975609756,117.5976480470,-87.5982480350,-82.7983440331
48055914562,37666,5,0,9.3190917969,1.6173828125,-2.9620117188,9.9085365854,22.0121951220,-1.0060975610,117.5976480470,-87.5982480350,-82.7983440331
48055951738,37667,5,0,9.1635742188,1.6269531250,-2.8304199219,7.0731707317,21.4024390244,-0.7317073171,125.9974800504,-88.7982240355,-82.7983440331
48055984792,37668,5,0,9.0965820313,1.6628417969,-2.7323242188,4.0243902439,18.6890243902,0.2134146341,125.9974800504,-88.7982240355,-82.7983440331
48056010789,37669,5,0,9.0965820313,1.6125976563,-2.6342285156,0.7012195122,14.2073170732,0.4573170732,125.9974800504,-88.7982240355,-82.7983440331
48056045549,37670,5,0,9.1851074219,1.5575683594,-2.5624511719,-1.6158536585,9.4512195122,0.9451219512,125.9974800504,-88.7982240355,-82.7983440331
48056072918,37671,5,0,9.2305664063,1.4881835938,-2.5720214844,-3.5975609756,5.9451219512,1.6768292683,116.3976720466,-92.3981520370,-81.5983680326
48056106690,37672,5,0,9.2305664063,1.4881835938,-2.5720214844,-3.5975609756,5.9451219512,1.6768292683,116.3976720466,-92.3981520370,-81.5983680326
48056141888,37673,5,0,9.2664550781,1.6197753906,-2.6174804688,-4.7560975610,2.2256097561,2.0121951220,116.3976720466,-92.3981520370,-81.5983680326
48056166913,37674,5,0,9.3047363281,1.4044433594,-2.5720214844,-6.8902439024,-1.2804878049,1.7378048780,116.3976720466,-92.3981520370,-81.5983680326
48056196820,37675,5,0,9.2879882813,1.5049316406,-2.6318359375,-6.2195121951,-3.5365853659,2.3475609756,112.1977560449,-94.1981160377,-80.9983800324
48056248195,37676,5,0,9.2544921875,1.4714355469,-2.6701171875,-7.1341463415,-5.6707317073,1.9817073171,112.1977560449,-94.1981160377,-80.9983800324
48056265681,37677,5,0,9.3214843750,1.4953613281,-2.7586425781,-7.3170731707,-7.5609756098,1.5853658537,112.1977560449,-94.1981160377,-80.9983800324
48056294156,37678,5,0,9.3454101563,1.4403320313,-2.7993164063,-7.7439024390,-8.3231707317,1.4024390244,112.1977560449,-94.1981160377,-80.9983800324
48056320762,37679,5,0,9.3382324219,1.5192871094,-2.8447753906,-7.5609756098,-8.4756097561,1.4634146341,122.3975520490,-95.9980800384,-87.5982480350
48056356646,37680,5,0,9.2903808594,1.4451171875,-2.8567382813,-8.3231707317,-8.4451219512,1.1585365854,122.3975520490,-95.9980800384,-87.5982480350
48056383113,37681,5,0,9.3119140625,1.4857910156,-2.8926269531,-7.4695121951,-8.5975609756,1.3109756098,122.3975520490,-95.9980800384,-87.5982480350
48056419158,37682,5,0,9.2879882813,1.3015625000,-2.8663085938,-7.2865853659,-8.6585365854,0.9146341463,122.3975520490,-95.9980800384,-87.5982480350
48056450643,37683,5,0,9.3143066406,1.6771972656,-3.0505371094,-4.8475609756,-8.3841463415,1.2500000000,118.7976240475,-93.5981280374,-85.1982960341
48056479163,37684,5,0,9.3358398438,1.4307617188,-2.9715820313,-6.6463414634,-8.7500000000,-0.5792682927,118.7976240475,-93.5981280374,-85.1982960341
48056517893,37685,5,0,9.2257812500,1.4666503906,-3.0290039063,-5.5792682927,-8.0792682927,-0.3048780488,118.7976240475,-93.5981280374,-85.1982960341
48056544279,37686,5,0,9.2640625000,1.5216796875,-3.0888183594,-4.3597560976,-7.5914634146,0.5182926829,118.7976240475,-93.5981280374,-85.1982960341
48056579395,37687,5,0,9.2209960938,1.4522949219,-3.1653808594,-4.1768292683,-7.0426829268,0.2743902439,121.1975760485,-85.1982960341,-88.7982240355
48056605674,37688,5,0,9.3238769531,1.4666503906,-3.1151367188,-2.7743902439,-6.4329268293,0.2134146341,121.1975760485,-85.1982960341,-88.7982240355
48056636946,37689,5,0,9.2544921875,1.4451171875,-3.2491210938,-1.4634146341,-5.2743902439,-0.0304878049,121.1975760485,-85.1982960341,-88.7982240355
48056673070,37690,5,0,9.1229003906,1.5503906250,-3.3161132813,-0.1829268293,-5.0304878049,-0.2134146341,121.1975760485,-85.1982960341,-88.7982240355
48056697943,37691,5,0,9.1970703125,1.4211914063,-3.2897949219,0.0000000000,-5.2743902439,-0.2439024390,115.7976840463,-80.9983800324,-85.7982840343
48056736639,37692,5,0,9.1803222656,1.5168945313,-3.3687500000,1.0670731707,-4.7256097561,0.2134146341,115.7976840463,-80.9983800324,-85.7982840343
48056778167,37693,5,0,9.1372558594,1.5360351563,-3.4285644531,1.0670731707,-4.3292682927,-0.1524390244,115.7976840463,-80.9983800324,-85.7982840343
48056790601,37694,5,0,9.1492187500,1.5384277344,-3.4118164063,1.1585365854,-4.1463414634,-0.7012195122,115.7976840463,-80.9983800324,-85.7982840343
48056828044,37695,5,0,9.1635742188,1.5647460938,-3.4357421875,0.8841463415,-3.4451219512,-0.5487804878,118.1976360473,-84.5983080338,-90.5981880362
48056857987,37696,5,0,9.2257812500,1.5503906250,-3.4142089844,0.7926829268,-2.1951219512,-0.0304878049,118.1976360473,-84.5983080338,-90.5981880362
48056885691,37697,5,0,9.2162109375,1.5503906250,-3.4357421875,0.6707317073,-0.5487804878,0.4268292683,118.1976360473,-84.5983080338,-90.5981880362
48056911912,37698,5,0,9.2233886719,1.5288574219,-3.4261718750,0.9451219512,0.3963414634,0.1829268293,118.1976360473,-84.5983080338,-90.5981880362
48056946855,37699,5,0,9.0487304688,1.4092285156,-3.4333496094,1.5548780488,1.2804878049,0.3353658537,116.3976720466,-87.5982480350,-86.3982720346
48056988228,37700,5,0,9.0391601563,1.6532714844,-3.4524902344,3.7195121951,0.4268292683,-0.3048780488,116.3976720466,-87.5982480350,-86.3982720346
48057028332,37701,5,0,9.2066406250,1.4307617188,-3.3878906250,2.5609756098,-0.5487804878,-1.7378048780,116.3976720466,-87.5982480350,-86.3982720346
48057064459,37702,5,0,9.1611816406,1.6508789063,-3.4429199219,4.0548780488,0.1829268293,-0.9146341463,116.3976720466,-87.5982480350,-86.3982720346
48057075579,37703,5,0,9.1396484375,1.6173828125,-3.4620605469,2.2256097561,0.7621951220,-1.1280487805,116.3976720466,-87.5982480350,-86.3982720346
48057105637,37704,5,0,9.1851074219,1.6149902344,-3.4118164063,0.9756097561,1.3719512195,-1.0975609756,120.5975880482,-82.1983560329,-85.7982840343
48057145663,37705,5,0,9.1061523438,1.6508789063,-3.4261718750,0.0609756098,2.1951219512,-0.8841463415,120.5975880482,-82.1983560329,-85.7982840343
48057169176,37706,5,0,9.1492187500,1.6245605469,-3.3448242188,-0.8841463415,2.3170731707,-0.8231707317,120.5975880482,-82.1983560329,-85.7982840343
48057200392,37707,5,0,9.1133300781,1.6317382813,-3.3711425781,-1.5243902439,2.0426829268,-0.9756097561,120.5975880482,-82.1983560329,-85.7982840343
48057230606,37708,5,0,9.1516113281,1.6652343750,-3.3448242188,-1.7378048780,1.5243902439,-0.5487804878,118.7976240475,-91.1981760365,-86.3982720346
48057259630,37709,5,0,9.1755371094,1.6724121094,-3.3448242188,-1.8597560976,1.6768292683,-0.3048780488,118.7976240475,-91.1981760365,-86.3982720346
48057297944,37710,5,0,9.1276855469,1.6365234375,-3.3376464844,-1.9207317073,1.7378048780,-0.4573170732,118.7976240475,-91.1981760365,-86.3982720346
48057325632,37711,5,0,9.1420410156,1.6413085938,-3.3304687500,-1.2804878049,1.4024390244,-0.4573170732,118.7976240475,-91.1981760365,-86.3982720346
48057358222,37712,5,0,9.0989746094,1.6843750000,-3.3424316406,-0.7012195122,1.2804878049,-0.2439024390,119.3976120478,-90.5981880362,-90.5981880362
48057386901,37713,5,0,9.1300781250,1.6484863281,-3.3376464844,-0.6707317073,1.1585365854,0.0304878049,119.3976120478,-90.5981880362,-90.5981880362
48057421950,37714,5,0,9.1324707031,1.6987304688,-3.3208984375,-0.1524390244,1.2804878049,0.8231707317,119.3976120478,-90.5981880362,-90.5981880362
48057449566,37715,5,0,9.1731445313,1.5743164063,-3.2802246094,-0.1829268293,1.4329268293,1.0670731707,119.3976120478,-90.5981880362,-90.5981880362
48057479309,37716,5,0,9.1851074219,1.7585449219,-3.3567871094,1.0060975610,2.1036585366,1.4024390244,115.1976960461,-88.7982240355,-85.1982960341
48057519250,37717,5,0,9.2090332031,1.6341308594,-3.2850097656,-0.2439024390,1.9512195122,-0.3963414634,115.1976960461,-88.7982240355,-85.1982960341
48057544205,37718,5,0,9.1396484375,1.6580566406,-3.2874023438,-0.0914634146,2.1646341463,-0.2439024390,115.1976960461,-88.7982240355,-85.1982960341
48057570103,37719,5,0,9.1205078125,1.6389160156,-3.2562988281,0.1524390244,1.8597560976,0.6707317073,115.1976960461,-88.7982240355,-85.1982960341
48057610584,37720,5,0,9.1396484375,1.5886718750,-3.2299804688,0.1829268293,1.4634146341,1.1890243902,118.1976360473,-84.5983080338,-88.1982360353
48057636828,37721,5,0,9.2329589844,1.6460937500,-3.2897949219,0.9146341463,1.2804878049,1.3414634146,118.1976360473,-84.5983080338,-88.1982360353
48057690499,37722,5,0,9.1659667969,1.5719238281,-3.3089355469,0.5487804878,1.2804878049,0.6402439024,118.1976360473,-84.5983080338,-88.1982360353
48057699187,37723,5,0,9.1420410156,1.7035156250,-3.2945800781,1.0060975610,1.1280487805,0.7012195122,118.1976360473,-84.5983080338,-88.1982360353
48057725607,37724,5,0,9.1420410156,1.7035156250,-3.2945800781,1.0060975610,1.1280487805,0.7012195122,116.3976720466,-89.9982000360,-80.3983920322
48057765583,37725,5,0,9.2257812500,1.5647460938,-3.2108398438,-0.1829268293,0.8536585366,0.0304878049,116.3976720466,-89.9982000360,-80.3983920322
48057821930,37726,5,0,9.1659667969,1.6365234375,-3.3137207031,0.3963414634,1.2195121951,0.6097560976,116.3976720466,-89.9982000360,-80.3983920322
48057828274,37727,5,0,9.1635742188,1.6030273438,-3.2945800781,0.3658536585,1.0975609756,0.8536585366,116.3976720466,-89.9982000360,-80.3983920322
48057854643,37728,5,0,9.1803222656,1.5695312500,-3.2730468750,0.3048780488,0.9756097561,0.5182926829,115.7976840463,-82.1983560329,-84.5983080338
48057885605,37729,5,0,9.1324707031,1.6125976563,-3.3017578125,0.6707317073,0.8231707317,0.2743902439,115.7976840463,-82.1983560329,-84.5983080338
48057922939,37730,5,0,9.1827148438,1.6484863281,-3.2897949219,0.2439024390,0.5487804878,-0.0609756098,115.7976840463,-82.1983560329,-84.5983080338
48057951795,37731,5,0,9.1755371094,1.5575683594,-3.2802246094,-0.1524390244,0.6707317073,0.0304878049,115.7976840463,-82.1983560329,-84.5983080338
48057976820,37732,5,0,9.2186035156,1.6341308594,-3.2993652344,0.4878048780,0.7926829268,0.4268292683,114.5977080458,-83.3983320334,-85.7982840343
48058013031,37733,5,0,9.1683593750,1.5384277344,-3.2826171875,0.2743902439,1.4024390244,0.5792682927,114.5977080458,-83.3983320334,-85.7982840343
48058053105,37734,5,0,9.2186035156,1.9020996094,-3.3280761719,1.3414634146,1.4634146341,0.0609756098,114.5977080458,-83.3983320334,-85.7982840343
48058071762,37735,5,0,9.1707519531,1.4522949219,-3.2251953125,-1.9512195122,1.3109756098,-1.4634146341,114.5977080458,-83.3983320334,-85.7982840343
48058126089,37736,5,0,9.1659667969,1.7609375000,-3.2084472656,0.5487804878,1.4329268293,0.1524390244,114.5977080458,-86.9982600348,-86.9982600348
48058140652,37737,5,0,9.1109375000,1.5599609375,-3.2156250000,-0.4573170732,1.3109756098,0.6402439024,114.5977080458,-86.9982600348,-86.9982600348
48058169533,37738,5,0,9.1851074219,1.6341308594,-3.2347656250,0.8231707317,0.9451219512,1.3719512195,114.5977080458,-86.9982600348,-86.9982600348
48058201778,37739,5,0,9.1707519531,1.6939453125,-3.2419433594,1.0670731707,0.8231707317,0.9451219512,114.5977080458,-86.9982600348,-86.9982600348
48058229539,37740,5,0,9.2257812500,1.5695312500,-3.2419433594,0.5182926829,0.4878048780,0.4268292683,115.1976960461,-85.1982960341,-83.9983200336
48058261719,37741,5,0,9.1827148438,1.7633300781,-3.3041503906,1.1280487805,0.5487804878,0.4573170732,115.1976960461,-85.1982960341,-83.9983200336
48058294193,37742,5,0,9.1492187500,1.5336425781,-3.2634765625,-0.2743902439,0.5487804878,0.1524390244,115.1976960461,-85.1982960341,-83.9983200336
48058325579,37743,5,0,9.1875000000,1.6771972656,-3.2778320313,1.0060975610,0.5182926829,0.9146341463,115.1976960461,-85.1982960341,-83.9983200336
48058355491,37744,5,0,9.1468261719,1.6149902344,-3.2778320313,0.2743902439,0.5792682927,0.7317073171,119.3976120478,-89.3982120358,-82.1983560329
48058381338,37745,5,0,9.1731445313,1.6389160156,-3.2945800781,0.1219512195,0.2743902439,0.4878048780,119.3976120478,-89.3982120358,-82.1983560329
48058420595,37746,5,0,9.1779296875,1.6700195313,-3.3376464844,-0.1219512195,0.2134146341,0.4573170732,119.3976120478,-89.3982120358,-82.1983560329
48058448006,37747,5,0,9.1635742188,1.6269531250,-3.3017578125,-0.6097560976,0.2743902439,0.3658536585,119.3976120478,-89.3982120358,-82.1983560329
48058485672,37748,5,0,9.1803222656,1.5910644531,-3.2826171875,-0.5182926829,0.4573170732,0.7317073171,114.5977080458,-91.7981640367,-84.5983080338
48058512809,37749,5,0,9.2018554688,1.5767089844,-3.2634765625,-0.1524390244,0.7621951220,0.9756097561,114.5977080458,-91.7981640367,-84.5983080338
48058568270,37750,5,0,9.1755371094,1.5958496094,-3.3041503906,0.4268292683,1.3109756098,1.0670731707,114.5977080458,-91.7981640367,-84.5983080338
48058575707,37751,5,0,9.2473144531,1.8303222656,-3.3400390625,0.7621951220,1.1890243902,0.1524390244,114.5977080458,-91.7981640367,-84.5983080338
48058606941,37752,5,0,9.1540039063,1.5097167969,-3.2251953125,-1.6768292683,1.4329268293,-0.6707317073,118.7976240475,-87.5982480350,-86.3982720346
48058637033,37753,5,0,9.1587890625,1.7083007813,-3.2204101563,0.3353658537,1.4634146341,0.9146341463,118.7976240475,-87.5982480350,-86.3982720346
48058680534,37754,5,0,9.1444335938,1.5432128906,-3.1821289063,-0.6402439024,1.2804878049,1.4024390244,118.7976240475,-87.5982480350,-86.3982720346
48058696112,37755,5,0,9.2138183594,1.5838867188,-3.2323730469,0.6097560976,0.9451219512,1.6768292683,118.7976240475,-87.5982480350,-86.3982720346
48058731797,37756,5,0,9.1994628906,1.6532714844,-3.1797363281,0.7317073171,0.8536585366,0.7317073171,119.9976000480,-83.9983200336,-87.5982480350
48058760640,37757,5,0,9.2592773438,1.5408203125,-3.1653808594,-0.0304878049,0.8841463415,0.1829268293,119.9976000480,-83.9983200336,-87.5982480350
48058795661,37758,5,0,9.3430175781,1.6724121094,-3.1725585938,0.3048780488,1.1585365854,0.1524390244,119.9976000480,-83.9983200336,-87.5982480350
48058825549,37759,5,0,9.3932617188,1.4857910156,-3.0577148438,-0.6402439024,2.2865853659,0.1524390244,119.9976000480,-83.9983200336,-87.5982480350
48058853294,37760,5,0,9.3741210938,1.5360351563,-2.9596191406,0.7621951220,3.2621951220,0.3353658537,117.5976480470,-88.7982240355,-83.9983200336
48058891823,37761,5,0,9.3645507813,1.4857910156,-2.8687011719,1.1585365854,3.1402439024,-0.6707317073,117.5976480470,-88.7982240355,-83.9983200336
48058918138,37762,5,0,9.3812988281,1.5671386719,-2.8567382813,2.0731707317,2.3780487805,-1.7682926829,117.5976480470,-88.7982240355,-83.9983200336
48058948284,37763,5,0,9.3047363281,1.6293457031,-2.9644042969,2.1036585366,0.8231707317,-2.9878048780,117.5976480470,-88.7982240355,-83.9983200336
48058978099,37764,5,0,9.0295898438,1.7083007813,-3.2012695313,1.8902439024,-2.4390243902,-3.7195121951,114.5977080458,-85.7982840343,-83.3983320334
48059019302,37765,5,0,8.9937011719,1.7059082031,-3.2275878906,0.7012195122,-7.0731707317,-4.0548780488,114.5977080458,-85.7982840343,-83.3983320334
